"vid","hhid","enid","floor","roof","walls","water","enegry","rel_head","female_head","hh_size","n_child_5","n_child_17","n_adult","n_elder","read","sick","food_cons","nonfood_cons","farm","ar_farm","ar_farm_unit","crop","crop_other","crop_prp","livestock_now","livestock_before","drought_flood","crop_damage","trust_mem","trust_lead","assoc","health","duration","submissionday","key","area_acre","food_cons_usd","nonfood_cons_usd","area_acre_w","food_cons_usd_w","nonfood_cons_usd_w","treatment","district","district_name"
2,9202,828,4,4,4,1,1,2,0,3,1,0,2,0,0,0,494000,396300,1,1.21408336705787,"Hectare",34,NA,2,10,20,0,0,1,1,1,1,114,"2009-02-20T14:54:18Z","iEC1319630waz",3.00006070416835,182.78,146.631,3.00006070416835,182.78,146.631,1,2,"Bagamoyo"
2,9213,805,1,2,1,2,1,1,0,10,1,6,2,1,1,0,891800,76000,1,1.21408336705787,"Hectare",11,NA,1,3,0,0,1,1,1,0,0,126,"2009-02-20T12:35:05Z","TQN1787582UFP",3.00006070416835,329.966,28.12,3.00006070416835,329.966,28.12,1,2,"Bagamoyo"
2,9207,621,1,2,1,1,1,1,0,2,0,0,0,2,0,1,309920,95100,1,1.21408336705787,"Hectare",11,NA,1,0,0,1,0,0,1,0,1,94,"2009-02-20T13:32:08Z","VpD1792896YxO",3.00006070416835,114.6704,35.187,3.00006070416835,114.6704,35.187,1,2,"Bagamoyo"
3,9312,827,1,2,1,9,1,4,0,5,1,2,2,0,1,1,686400,82800,1,1,"Acre",11,NA,1,0,0,1,1,0,1,0,0,129,"2009-02-13T12:45:46Z","gcv1840376RIg",1,253.968,30.636,1,253.968,30.636,1,2,"Bagamoyo"
3,9303,612,1,2,5,9,7,5,0,4,0,1,2,1,0,1,1443000,55800,0,NA,NA,NA,NA,NA,27,37,0,0,1,1,0,0,64,"2009-02-14T15:15:14Z","ddM1348215rvr",0,533.91,20.646,0,533.91,20.646,1,2,"Bagamoyo"
3,9305,612,1,2,1,9,1,4,0,4,0,2,0,2,0,0,592800,135200,1,1,"Acre",1,NA,1,0,0,1,0,1,1,0,1,94,"2009-02-14T11:20:07Z","Heg1124950mHd",1,219.336,50.024,1,219.336,50.024,1,2,"Bagamoyo"
3,9320,815,1,2,1,9,1,4,0,10,3,4,2,1,0,0,1115920,319400,1,1,"Acre",5,NA,1,0,4,1,1,0,1,0,1,166,"2009-02-14T13:35:44Z","fND1874253rjp",1,412.8904,118.178,1,412.8904,118.178,1,2,"Bagamoyo"
3,9301,612,1,2,1,9,1,4,0,8,1,4,2,1,0,1,1664000,630600,1,0.930797228780366,"Hectare",5,NA,1,3,28,1,1,1,1,0,1,154,"2009-02-13T13:22:43Z","tyh1924305erg",2.30004649217772,615.68,233.322,2.30004649217772,606.10329,196.3479,1,2,"Bagamoyo"
3,9317,620,1,2,1,9,1,4,0,4,1,0,3,0,1,1,530400,303900,1,1.01173613921489,"Hectare",1,NA,1,2,60,1,1,1,1,0,1,105,"2009-02-13T15:02:32Z","esz1066878JLW",2.50005058680695,196.248,112.443,2.50005058680695,196.248,112.443,1,2,"Bagamoyo"
3,9310,827,1,2,1,9,7,1,0,2,0,0,0,2,0,1,149500,0,0,NA,NA,NA,NA,NA,1,10,0,0,0,1,0,0,111,"2009-02-14T11:10:36Z","bHl1892538dfO",0,55.315,0,0,55.315,0.555,1,2,"Bagamoyo"
3,9322,619,1,2,1,5,1,4,0,5,0,2,2,1,1,0,1271400,132700,1,1,"Acre",1,NA,1,8,15,0,1,0,0,0,0,93,"2009-02-14T11:34:02Z","GEc1679659IZG",1,470.418,49.099,1,470.418,49.099,1,2,"Bagamoyo"
3,9302,619,1,2,1,9,1,4,0,5,0,1,3,1,1,0,1601600,372600,1,2,"Acre",1,NA,1,0,6,0,1,0,1,0,1,86,"2009-02-13T12:20:44Z","QEP1507775cUm",2,592.592,137.862,2,592.592,137.862,1,2,"Bagamoyo"
3,9308,827,1,2,1,9,1,4,0,5,0,2,1,2,0,0,790400,192400,1,2.22581950627276,"Hectare",5,NA,1,6,6,1,1,0,1,0,1,104,"2009-02-14T13:12:56Z","AjP1570742hCx",5.5001112909753,292.448,71.188,5.00010117361393,292.448,71.188,1,2,"Bagamoyo"
3,9321,815,1,2,5,9,1,4,0,7,1,2,2,2,0,1,923000,548800,1,2,"Acre",1,NA,1,0,15,0,1,0,1,0,1,106,"2009-02-13T12:34:15Z","tkP1593475Ner",2,341.51,203.056,2,341.51,196.3479,1,2,"Bagamoyo"
3,9309,814,1,2,1,9,1,4,0,9,2,2,4,1,1,1,1237600,155600,1,2,"Acre",11,NA,1,0,8,1,1,1,1,1,1,120,"2009-02-13T16:36:52Z","Tcy1411848avm",2,457.912,57.572,2,457.912,57.572,1,2,"Bagamoyo"
3,9318,815,1,2,1,9,1,4,0,3,0,1,1,1,1,1,715000,189100,1,2.63051396195872,"Hectare",1,NA,1,2,5,1,0,1,1,0,1,81,"2009-02-13T14:06:56Z","qnO1485496VQW",6.50013152569809,264.55,69.967,5.00010117361393,264.55,69.967,1,2,"Bagamoyo"
3,9316,620,1,2,1,9,1,4,0,5,2,1,2,0,0,0,834600,356900,1,2,"Acre",1,NA,1,0,0,0,0,1,1,0,1,156,"2009-02-13T13:14:16Z","lor1001386OfB",2,308.802,132.053,2,308.802,132.053,1,2,"Bagamoyo"
3,9314,814,1,4,1,9,1,4,1,6,1,3,2,0,1,0,759200,118000,1,1,"Acre",11,NA,1,0,0,1,1,1,1,0,1,123,"2009-02-14T13:30:17Z","HXz1845070Ljr",1,280.904,43.66,1,280.904,43.66,1,2,"Bagamoyo"
3,9306,814,1,2,1,9,1,4,0,7,1,4,0,2,0,0,600600,1500,0,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,1,102,"2009-02-14T11:26:44Z","hsf1005311qHH",0,222.222,0.555,0,222.222,0.555,1,2,"Bagamoyo"
3,9313,827,1,4,1,9,1,4,0,4,0,2,0,2,1,1,1157000,202600,1,2,"Acre",11,NA,1,2,3,0,0,1,1,0,1,111,"2009-02-13T14:54:11Z","tKR1732117AVp",2,428.09,74.962,2,428.09,74.962,1,2,"Bagamoyo"
3,9307,814,1,2,1,9,1,4,0,11,0,7,3,1,1,0,1398800,385400,1,1,"Acre",11,NA,1,7,23,0,1,1,1,0,1,188,"2009-02-13T14:11:15Z","ubZ1794957cjJ",1,517.556,142.598,1,517.556,142.598,1,2,"Bagamoyo"
3,9304,612,1,2,1,9,1,4,0,5,1,1,2,1,0,0,678600,91400,1,1,"Acre",1,NA,1,0,20,1,0,0,1,0,1,113,"2009-02-13T15:28:00Z","qQN1489779UEu",1,251.082,33.818,1,251.082,33.818,1,2,"Bagamoyo"
3,9311,620,1,2,1,5,7,5,0,9,1,3,3,2,0,0,1762800,296150,1,1,"Acre",77,NA,NA,24,38,0,0,1,1,0,1,114,"2009-02-14T15:49:39Z","sOm1931551VTV",1,652.236,109.5755,1,606.10329,109.5755,1,2,"Bagamoyo"
3,9319,619,1,4,1,9,1,4,0,6,0,4,2,0,1,0,1034800,502100,1,1,"Acre",1,NA,1,0,0,1,1,1,1,0,1,75,"2009-02-13T13:53:30Z","Ipf1023261kpd",1,382.876,185.777,1,382.876,185.777,1,2,"Bagamoyo"
3,9315,620,1,2,1,9,1,1,0,5,1,2,2,0,0,0,629200,128200,1,1,"Acre",1,NA,1,0,0,0,0,1,1,0,0,101,"2009-02-14T11:08:27Z","Cpz1513109hKk",1,232.804,47.434,1,232.804,47.434,1,2,"Bagamoyo"
4,9420,621,1,2,1,5,1,4,0,10,1,4,4,1,1,1,1048840,147600,1,1.61877782274383,"Hectare",41,"Sesame",3,0,10,1,1,0,1,0,1,132,"2009-02-23T12:47:07Z","sJD1588082qFm",4.00008093889114,388.0708,54.612,4.00008093889114,388.0708,54.612,0,2,"Bagamoyo"
4,9414,818,1,2,1,7,7,4,0,1,0,0,0,1,0,0,1349400,3350,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,71,"2009-02-23T14:56:29Z","GAD1456850hqu",0,499.278,1.2395,0,499.278,1.2395,0,2,"Bagamoyo"
4,9423,420,1,2,1,9,1,4,0,6,2,2,1,1,1,1,631800,91100,1,2.02347227842979,"Hectare",5,NA,1,0,0,1,1,1,1,1,1,121,"2009-02-24T15:24:51Z","qJj1773741Usd",5.00010117361393,233.766,33.707,5.00010117361393,233.766,33.707,0,2,"Bagamoyo"
4,9409,828,4,2,1,5,1,4,0,6,0,3,2,1,1,1,1226498,162300,1,3.03520841764468,"Hectare",1,NA,1,10,34,1,1,1,1,1,1,137,"2009-02-23T13:05:14Z","hRY1126137QLm",7.50015176042089,453.80426,60.051,5.00010117361393,453.80426,60.051,0,2,"Bagamoyo"
4,9419,823,1,4,1,9,1,4,1,5,0,1,3,1,1,0,1138020,99700,1,2.02347227842979,"Hectare",41,"Sesame",3,4,7,1,0,0,1,0,0,113,"2009-02-23T13:30:35Z","xkP1755862Tpt",5.00010117361393,421.0674,36.889,5.00010117361393,421.0674,36.889,0,2,"Bagamoyo"
4,9407,818,1,2,1,7,1,4,0,2,0,0,0,2,0,1,1913600,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,0,113,"2009-02-23T13:32:20Z","DnA1651638mpu",0,708.032,0,0,606.10329,0.555,0,2,"Bagamoyo"
4,9417,823,1,2,1,9,1,4,1,5,0,3,1,1,1,1,839020,161800,1,1.21408336705787,"Hectare",41,"Sesame",3,0,0,1,0,0,1,0,1,109,"2009-02-23T15:34:24Z","DCq1547938hcz",3.00006070416835,310.4374,59.866,3.00006070416835,310.4374,59.866,0,2,"Bagamoyo"
4,9413,818,1,2,5,7,1,4,0,9,2,5,2,0,0,1,1235000,170200,1,1,"Acre",5,NA,1,8,15,0,0,1,1,0,1,120,"2009-02-24T13:54:11Z","VuK1867828YJW",1,456.95,62.974,1,456.95,62.974,0,2,"Bagamoyo"
4,9418,420,1,4,1,5,1,4,1,1,0,0,0,1,0,0,206700,19900,1,0.25,"Acre",34,NA,1,0,0,1,1,0,1,NA,1,50,"2009-02-23T16:27:34Z","DRe1592911Dae",0.25,76.479,7.363,0.25,76.479,7.363,0,2,"Bagamoyo"
4,9406,828,1,2,1,5,1,4,1,6,1,0,4,1,1,1,1296360,99600,1,1.21408336705787,"Hectare",1,NA,1,0,0,1,1,0,1,NA,0,138,"2009-02-24T13:32:53Z","zss1065193LCA",3.00006070416835,479.6532,36.852,3.00006070416835,479.6532,36.852,0,2,"Bagamoyo"
4,9415,818,1,2,1,7,7,4,0,2,0,0,0,2,0,0,293800,22600,1,1.5,"Acre",39,NA,3,2,10,1,1,0,1,0,0,65,"2009-02-24T15:11:07Z","OxV1361226SfB",1.5,108.706,8.362,1.5,108.706,8.362,0,2,"Bagamoyo"
4,9422,823,1,2,1,9,7,4,1,6,4,0,2,0,0,1,611000,75000,1,1,"Acre",41,"Sesame",3,6,7,1,1,1,1,0,1,92,"2009-02-24T13:40:37Z","Ggj1648831vkD",1,226.07,27.75,1,226.07,27.75,0,2,"Bagamoyo"
4,9410,621,1,4,1,10,1,4,0,6,0,1,3,2,1,0,2368600,970400,1,1.21408336705787,"Hectare",5,NA,1,3,5,0,1,0,1,0,1,122,"2009-02-23T15:26:16Z","IbT1576605FUt",3.00006070416835,876.382,359.048,3.00006070416835,606.10329,196.3479,0,2,"Bagamoyo"
4,9427,420,1,2,1,7,7,4,0,2,0,0,1,1,1,1,412100,1900,1,1.5,"Acre",5,NA,1,4,2,1,1,1,1,1,1,67,"2009-02-24T12:21:45Z","uCH1269088dAy",1.5,152.477,0.703,1.5,152.477,0.703,0,2,"Bagamoyo"
4,9404,805,1,4,1,7,1,4,0,5,1,2,1,1,1,1,1053000,63500,1,2.02347227842979,"Hectare",1,NA,1,2,0,0,1,0,0,0,0,113,"2009-02-23T12:50:37Z","Ipf1686274NBn",5.00010117361393,389.61,23.495,5.00010117361393,389.61,23.495,0,2,"Bagamoyo"
4,9408,828,1,2,1,5,1,4,1,3,0,0,1,2,0,0,949000,59300,1,1,"Acre",1,NA,1,2,0,1,1,1,1,1,1,114,"2009-02-23T15:19:28Z","Afb1892839zle",1,351.13,21.941,1,351.13,21.941,0,2,"Bagamoyo"
4,9403,805,1,2,1,7,1,4,0,7,0,2,4,1,1,0,551200,41800,1,2,"Acre",5,NA,1,1,1,1,1,1,1,0,1,117,"2009-02-24T13:02:17Z","cNF1025126Htr",2,203.944,15.466,2,203.944,15.466,0,2,"Bagamoyo"
4,9426,823,1,2,1,9,7,4,0,7,1,4,2,0,1,1,790400,60100,1,0.5,"Acre",1,NA,1,0,10,1,1,0,1,0,1,96,"2009-02-24T17:02:46Z","XBD1804156cIk",0.5,292.448,22.237,0.5,292.448,22.237,0,2,"Bagamoyo"
4,9401,805,1,2,1,7,1,4,0,1,0,0,0,1,0,0,328900,7940,1,1.5,"Acre",1,NA,1,0,0,0,1,0,1,0,1,78,"2009-02-23T14:14:58Z","cyR1624883hrw",1.5,121.693,2.9378,1.5,121.693,2.9378,0,2,"Bagamoyo"
4,9405,621,1,2,1,5,1,4,0,2,0,0,0,2,1,0,356200,79800,1,1.5,"Acre",5,NA,1,0,0,1,1,1,1,0,0,85,"2009-02-24T14:58:56Z","HhK1711542sRq",1.5,131.794,29.526,1.5,131.794,29.526,0,2,"Bagamoyo"
4,9421,621,1,2,1,5,1,4,0,2,0,0,0,2,1,1,1747200,32700,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,0,121,"2009-02-24T12:58:26Z","mJd1138689wCk",0,646.464,12.099,0,606.10329,12.099,0,2,"Bagamoyo"
4,9411,420,1,2,1,5,1,3,0,10,4,2,3,1,1,1,722800,37128,1,1,"Acre",39,NA,3,7,14,1,1,0,1,0,1,120,"2009-02-23T14:01:27Z","kZD1073134hQS",1,267.436,13.73736,1,267.436,13.73736,0,2,"Bagamoyo"
5,9520,621,4,4,1,1,1,4,0,5,0,2,1,2,1,0,1983800,481500,1,1.61877782274383,"Hectare",4,NA,3,7,15,0,0,1,1,0,0,135,"2009-02-08T11:41:59Z","Hun1409221sxY",4.00008093889114,734.006,178.155,4.00008093889114,606.10329,178.155,0,2,"Bagamoyo"
5,9513,420,1,4,1,1,1,4,1,3,0,0,1,2,1,0,1097200,127800,1,0.5,"Acre",40,"Coconut.",1,3,4,0,1,0,0,NA,0,101,"2009-02-09T11:52:11Z","APR1770767aCK",0.5,405.964,47.286,0.5,405.964,47.286,0,2,"Bagamoyo"
5,9528,621,1,4,1,1,1,4,1,2,0,0,0,2,0,0,689000,99700,1,1.01173613921489,"Hectare",34,NA,1,0,0,1,0,0,0,0,0,86,"2009-02-09T14:29:48Z","qRZ1587686btA",2.50005058680695,254.93,36.889,2.50005058680695,254.93,36.889,0,2,"Bagamoyo"
5,9522,420,1,4,1,2,1,4,0,6,0,1,4,1,1,1,751400,107900,1,0.5,"Acre",9,NA,1,3,10,1,1,0,1,0,0,105,"2009-02-08T11:12:22Z","ztW1005726mdR",0.5,278.018,39.923,0.5,278.018,39.923,0,2,"Bagamoyo"
5,9516,621,4,4,1,1,1,4,1,2,0,0,1,1,1,0,535600,57700,1,1,"Acre",1,NA,1,1,4,1,1,0,1,0,0,117,"2009-02-08T14:17:10Z","JxI1242550zfJ",1,198.172,21.349,1,198.172,21.349,0,2,"Bagamoyo"
5,9521,420,1,4,1,1,1,4,0,7,0,4,1,2,1,0,1357200,296800,1,2,"Acre",3,NA,1,15,5,1,0,0,1,0,0,105,"2009-02-09T14:07:24Z","ekH1116702zVC",2,502.164,109.816,2,502.164,109.816,0,2,"Bagamoyo"
